GC_Content	AT_Content	Sequence_Length	Num_A	Num_T	Num_C	Num_G	kmer_3_freq	Mutation_Flag	Class_Label	Disease_Risk	GC_AT_Sum	Risk_Level_Num
49.0	51.0	100	24	27	24	25	0.299	0	Bacteria	Low	100.0	1
48.0	52.0	100	28	24	24	24	0.129	1	Human	Low	100.0	1
52.0	48.0	100	26	22	21	31	0.853	0	Virus	Medium	100.0	2
38.0	62.0	100	27	35	21	17	0.227	1	Human	Medium	100.0	2
37.0	63.0	100	39	24	23	14	0.476	0	Bacteria	High	100.0	3
47.0	53.0	100	22	31	26	21	0.14	1	Bacteria	High	100.0	3
54.0	46.0	100	24	22	29	25	0.367	1	Bacteria	Medium	100.0	2
46.0	54.0	100	30	24	20	26	0.833	0	Bacteria	High	100.0	3
41.0	59.0	100	30	29	22	19	0.677	0	Human	Medium	100.0	2
64.0	36.0	100	23	13	28	36	0.607	0	Bacteria	Low	100.0	1
50.0	50.0	100	23	27	26	24	0.579	1	Virus	High	100.0	3
51.0	49.0	100	24	25	21	30	0.385	0	Virus	Low	100.0	1
47.0	53.0	100	22	31	25	22	0.406	0	Bacteria	Medium	100.0	2
43.0	57.0	100	32	25	13	30	0.378	0	Bacteria	High	100.0	3
39.0	61.0	100	30	31	22	17	0.34	0	Virus	Low	100.0	1
48.0	52.0	100	22	30	24	24	0.502	0	Plant	Low	100.0	1
57.0	43.0	100	29	14	31	26	0.381	1	Bacteria	Medium	100.0	2
51.0	49.0	100	23	26	22	29	0.394	0	Human	Medium	100.0	2
47.0	53.0	100	25	28	23	24	0.781	0	Plant	Medium	100.0	2
61.0	39.0	100	18	21	33	28	0.963	1	Virus	Low	100.0	1
47.0	53.0	100	27	26	27	20	0.795	1	Virus	High	100.0	3
49.0	51.0	100	25	26	25	24	0.407	0	Human	Medium	100.0	2
44.0	56.0	100	31	25	22	22	0.777	1	Human	Low	100.0	1
55.0	45.0	100	23	22	24	31	0.987	1	Virus	Low	100.0	1
50.0	50.0	100	24	26	26	24	0.659	1	Human	High	100.0	3
51.0	49.0	100	25	24	22	29	0.982	1	Human	Medium	100.0	2
56.0	44.0	100	28	16	29	27	0.813	0	Plant	High	100.0	3
57.0	43.0	100	17	26	22	35	0.272	0	Human	High	100.0	3
56.0	44.0	100	25	19	33	23	0.939	1	Virus	Low	100.0	1
46.0	54.0	100	27	27	31	15	0.985	0	Plant	Medium	100.0	2
58.0	42.0	100	19	23	25	33	0.523	0	Bacteria	Medium	100.0	2
59.0	41.0	100	22	19	32	27	0.694	0	Human	Low	100.0	1
49.0	51.0	100	26	25	25	24	0.148	1	Bacteria	Low	100.0	1
47.0	53.0	100	17	36	22	25	0.802	0	Virus	Medium	100.0	2
46.0	54.0	100	25	29	21	25	0.476	0	Bacteria	High	100.0	3
49.0	51.0	100	31	20	24	25	0.757	0	Plant	Medium	100.0	2
43.0	57.0	100	32	25	21	22	0.129	1	Virus	Low	100.0	1
50.0	50.0	100	23	27	24	26	0.498	1	Human	Low	100.0	1
48.0	52.0	100	24	28	21	27	0.372	1	Human	High	100.0	3
50.0	50.0	100	23	27	27	23	0.563	0	Plant	Low	100.0	1
51.0	49.0	100	28	21	26	25	0.893	0	Human	High	100.0	3
43.0	57.0	100	25	32	21	22	0.28	0	Bacteria	High	100.0	3
51.0	49.0	100	40	9	26	25	0.719	0	Bacteria	Medium	100.0	2
54.0	46.0	100	20	26	27	27	0.592	1	Bacteria	Low	100.0	1
48.0	52.0	100	31	21	25	23	0.299	0	Plant	Low	100.0	1
47.0	53.0	100	26	27	24	23	0.501	1	Virus	Medium	100.0	2
54.0	46.0	100	19	27	31	23	0.658	0	Virus	High	100.0	3
49.0	51.0	100	26	25	23	26	0.802	1	Human	High	100.0	3
51.0	49.0	100	22	27	26	25	0.331	1	Plant	Low	100.0	1
45.0	55.0	100	32	23	26	19	0.908	0	Bacteria	Medium	100.0	2
46.0	54.0	100	26	28	24	22	0.645	1	Plant	Medium	100.0	2
49.0	51.0	100	24	27	24	25	0.635	1	Plant	Medium	100.0	2
46.0	54.0	100	22	32	18	28	0.345	0	Plant	Low	100.0	1
49.0	51.0	100	26	25	21	28	0.659	1	Plant	Medium	100.0	2
53.0	47.0	100	25	22	33	20	0.563	0	Human	High	100.0	3
52.0	48.0	100	31	17	23	29	0.81	1	Plant	Medium	100.0	2
45.0	55.0	100	28	27	26	19	0.388	0	Bacteria	Medium	100.0	2
52.0	48.0	100	19	29	28	24	0.483	1	Human	High	100.0	3
58.0	42.0	100	25	17	27	31	0.352	0	Virus	High	100.0	3
46.0	54.0	100	26	28	17	29	0.407	0	Bacteria	Medium	100.0	2
55.0	45.0	100	29	16	34	21	0.728	1	Plant	Low	100.0	1
51.0	49.0	100	22	27	26	25	0.352	1	Human	High	100.0	3
51.0	49.0	100	18	31	25	26	0.551	1	Plant	Medium	100.0	2
55.0	45.0	100	14	31	31	24	0.159	0	Virus	High	100.0	3
59.0	41.0	100	24	17	31	28	0.547	1	Virus	Low	100.0	1
53.0	47.0	100	24	23	23	30	0.315	0	Human	High	100.0	3
54.0	46.0	100	23	23	26	28	0.349	1	Human	Medium	100.0	2
49.0	51.0	100	25	26	18	31	0.896	1	Virus	Medium	100.0	2
44.0	56.0	100	31	25	25	19	0.718	1	Virus	High	100.0	3
53.0	47.0	100	17	30	29	24	0.925	0	Bacteria	High	100.0	3
44.0	56.0	100	28	28	23	21	0.882	1	Plant	Medium	100.0	2
54.0	46.0	100	21	25	34	20	0.33	0	Human	High	100.0	3
51.0	49.0	100	30	19	20	31	0.954	1	Plant	High	100.0	3
50.0	50.0	100	26	24	25	25	0.424	0	Plant	High	100.0	3
54.0	46.0	100	27	19	22	32	0.454	0	Plant	Low	100.0	1
49.0	51.0	100	27	24	19	30	0.13	0	Bacteria	Low	100.0	1
51.0	49.0	100	24	25	27	24	0.571	1	Virus	High	100.0	3
48.0	52.0	100	18	34	24	24	0.45	0	Bacteria	High	100.0	3
58.0	42.0	100	16	26	32	26	0.211	0	Human	Low	100.0	1
49.0	51.0	100	23	28	28	21	0.354	0	Bacteria	Medium	100.0	2
47.0	53.0	100	31	22	25	22	0.27	1	Human	High	100.0	3
41.0	59.0	100	26	33	23	18	0.108	1	Human	Low	100.0	1
46.0	54.0	100	28	26	25	21	0.401	0	Human	Medium	100.0	2
53.0	47.0	100	22	25	28	25	0.359	1	Plant	High	100.0	3
53.0	47.0	100	23	24	21	32	0.405	1	Plant	Medium	100.0	2
55.0	45.0	100	22	23	28	27	0.104	0	Bacteria	Medium	100.0	2
52.0	48.0	100	28	20	24	28	0.272	1	Bacteria	Medium	100.0	2
46.0	54.0	100	28	26	23	23	0.455	1	Human	Medium	100.0	2
50.0	50.0	100	28	22	23	27	0.947	0	Human	High	100.0	3
46.0	54.0	100	24	30	26	20	0.67	0	Bacteria	Medium	100.0	2
51.0	49.0	100	27	22	22	29	0.393	1	Virus	Low	100.0	1
52.0	48.0	100	21	27	26	26	0.477	0	Plant	High	100.0	3
52.0	48.0	100	22	26	23	29	0.746	0	Bacteria	Medium	100.0	2
51.0	49.0	100	25	24	26	25	0.265	1	Bacteria	Low	100.0	1
50.0	50.0	100	18	32	21	29	0.394	0	Human	Low	100.0	1
58.0	42.0	100	17	25	30	28	0.498	0	Human	Medium	100.0	2
45.0	55.0	100	24	31	27	18	0.285	0	Bacteria	High	100.0	3
46.0	54.0	100	28	26	24	22	0.836	1	Bacteria	Medium	100.0	2
52.0	48.0	100	27	21	23	29	0.632	1	Human	High	100.0	3
49.0	51.0	100	26	25	22	27	0.701	0	Bacteria	Medium	100.0	2
55.0	45.0	100	22	23	29	26	0.163	0	Virus	High	100.0	3
52.0	48.0	100	24	24	25	27	0.674	1	Plant	High	100.0	3
61.0	39.0	100	16	23	29	32	0.948	0	Bacteria	Low	100.0	1
50.0	50.0	100	23	27	23	27	0.337	0	Human	Medium	100.0	2
51.0	49.0	100	27	22	29	22	0.284	0	Virus	Low	100.0	1
52.0	48.0	100	16	32	29	23	0.684	0	Virus	High	100.0	3
54.0	46.0	100	23	23	28	26	0.267	1	Plant	High	100.0	3
46.0	54.0	100	27	27	23	23	0.815	1	Plant	High	100.0	3
55.0	45.0	100	19	26	24	31	0.251	0	Plant	High	100.0	3
41.0	59.0	100	34	25	22	19	0.472	1	Virus	Low	100.0	1
50.0	50.0	100	26	24	24	26	0.925	0	Virus	Medium	100.0	2
40.0	60.0	100	36	24	16	24	0.121	1	Human	Medium	100.0	2
54.0	46.0	100	22	24	32	22	0.633	1	Virus	High	100.0	3
62.0	38.0	100	23	15	34	28	0.548	1	Bacteria	Low	100.0	1
54.0	46.0	100	24	22	33	21	0.76	1	Virus	Medium	100.0	2
48.0	52.0	100	20	32	22	26	0.669	0	Virus	Medium	100.0	2
52.0	48.0	100	26	22	32	20	0.794	0	Bacteria	High	100.0	3
47.0	53.0	100	28	25	21	26	0.529	1	Plant	High	100.0	3
43.0	57.0	100	29	28	18	25	0.215	0	Virus	Medium	100.0	2
51.0	49.0	100	25	24	26	25	0.846	0	Human	Medium	100.0	2
52.0	48.0	100	25	23	22	30	0.695	0	Virus	High	100.0	3
50.0	50.0	100	29	21	23	27	0.33	1	Bacteria	Low	100.0	1
38.0	62.0	100	29	33	22	16	0.915	1	Plant	Medium	100.0	2
55.0	45.0	100	22	23	27	28	0.702	0	Virus	High	100.0	3
61.0	39.0	100	18	21	28	33	0.213	1	Human	High	100.0	3
52.0	48.0	100	21	27	25	27	0.724	0	Bacteria	High	100.0	3
53.0	47.0	100	22	25	21	32	0.769	1	Virus	Medium	100.0	2
50.0	50.0	100	24	26	32	18	0.453	0	Plant	High	100.0	3
52.0	48.0	100	17	31	28	24	0.973	0	Human	Low	100.0	1
48.0	52.0	100	21	31	22	26	0.213	1	Bacteria	Medium	100.0	2
49.0	51.0	100	19	32	18	31	0.463	0	Virus	High	100.0	3
52.0	48.0	100	24	24	31	21	0.193	0	Plant	Medium	100.0	2
54.0	46.0	100	25	21	34	20	0.768	1	Bacteria	Medium	100.0	2
50.0	50.0	100	26	24	29	21	0.816	1	Plant	Low	100.0	1
48.0	52.0	100	29	23	23	25	0.796	0	Bacteria	Low	100.0	1
54.0	46.0	100	18	28	31	23	0.915	1	Human	Low	100.0	1
51.0	49.0	100	30	19	22	29	0.977	0	Virus	Low	100.0	1
45.0	55.0	100	32	23	22	23	0.998	0	Human	Medium	100.0	2
45.0	55.0	100	32	23	22	23	0.149	0	Plant	Medium	100.0	2
49.0	51.0	100	22	29	28	21	0.313	1	Bacteria	Medium	100.0	2
40.0	60.0	100	30	30	20	20	0.632	0	Bacteria	High	100.0	3
52.0	48.0	100	22	26	23	29	0.6	1	Virus	Low	100.0	1
48.0	52.0	100	23	29	27	21	0.113	0	Plant	High	100.0	3
56.0	44.0	100	20	24	26	30	0.942	1	Plant	Medium	100.0	2
51.0	49.0	100	25	24	24	27	0.396	1	Bacteria	Low	100.0	1
56.0	44.0	100	22	22	26	30	0.576	0	Plant	Medium	100.0	2
47.0	53.0	100	31	22	24	23	0.596	1	Human	Medium	100.0	2
36.0	64.0	100	33	31	13	23	0.269	0	Human	Low	100.0	1
46.0	54.0	100	22	32	26	20	0.885	1	Plant	Medium	100.0	2
57.0	43.0	100	18	25	30	27	0.469	0	Plant	Low	100.0	1
50.0	50.0	100	22	28	29	21	0.702	0	Bacteria	Low	100.0	1
42.0	58.0	100	30	28	20	22	0.471	1	Virus	Low	100.0	1
45.0	55.0	100	27	28	25	20	0.568	1	Human	High	100.0	3
52.0	48.0	100	24	24	25	27	0.219	0	Plant	Low	100.0	1
54.0	46.0	100	17	29	33	21	0.84	0	Plant	Low	100.0	1
52.0	48.0	100	23	25	28	24	0.705	0	Human	Medium	100.0	2
52.0	48.0	100	27	21	29	23	0.53	0	Plant	Low	100.0	1
58.0	42.0	100	18	24	31	27	0.599	1	Bacteria	Medium	100.0	2
49.0	51.0	100	20	31	25	24	0.661	1	Plant	Low	100.0	1
51.0	49.0	100	31	18	30	21	0.96	1	Human	Medium	100.0	2
49.0	51.0	100	31	20	23	26	0.22	0	Virus	High	100.0	3
45.0	55.0	100	29	26	23	22	0.737	0	Virus	Medium	100.0	2
50.0	50.0	100	24	26	25	25	0.162	1	Plant	High	100.0	3
48.0	52.0	100	17	35	20	28	0.436	1	Human	Low	100.0	1
41.0	59.0	100	36	23	17	24	0.381	0	Plant	Medium	100.0	2
50.0	50.0	100	25	25	25	25	0.136	0	Plant	Medium	100.0	2
52.0	48.0	100	21	27	21	31	0.374	1	Virus	Low	100.0	1
51.0	49.0	100	24	25	20	31	0.534	0	Bacteria	Medium	100.0	2
45.0	55.0	100	32	23	27	18	0.656	1	Plant	High	100.0	3
45.0	55.0	100	25	30	19	26	0.303	1	Human	Medium	100.0	2
54.0	46.0	100	26	20	27	27	0.443	0	Bacteria	Low	100.0	1
53.0	47.0	100	26	21	29	24	0.893	1	Human	Medium	100.0	2
48.0	52.0	100	25	27	25	23	0.683	1	Bacteria	Medium	100.0	2
53.0	47.0	100	28	19	25	28	0.354	1	Human	Low	100.0	1
52.0	48.0	100	21	27	31	21	0.609	0	Plant	Medium	100.0	2
56.0	44.0	100	22	22	21	35	0.745	0	Human	Medium	100.0	2
49.0	51.0	100	22	29	25	24	0.972	1	Virus	High	100.0	3
46.0	54.0	100	27	27	23	23	0.928	0	Bacteria	Medium	100.0	2
51.0	49.0	100	27	22	29	22	0.764	0	Virus	High	100.0	3
53.0	47.0	100	27	20	27	26	0.407	1	Human	Low	100.0	1
48.0	52.0	100	28	24	25	23	0.788	0	Bacteria	Medium	100.0	2
48.0	52.0	100	32	20	26	22	0.222	1	Bacteria	High	100.0	3
49.0	51.0	100	21	30	26	23	0.258	0	Bacteria	Medium	100.0	2
50.0	50.0	100	26	24	16	34	0.733	1	Bacteria	Medium	100.0	2
49.0	51.0	100	25	26	20	29	0.943	1	Virus	High	100.0	3
50.0	50.0	100	27	23	23	27	0.538	0	Bacteria	Low	100.0	1
43.0	57.0	100	32	25	20	23	0.272	1	Plant	High	100.0	3
60.0	40.0	100	20	20	40	20	0.338	1	Human	High	100.0	3
54.0	46.0	100	25	21	28	26	0.913	1	Bacteria	High	100.0	3
50.0	50.0	100	24	26	18	32	0.255	1	Bacteria	Low	100.0	1
41.0	59.0	100	26	33	16	25	0.417	1	Bacteria	Medium	100.0	2
53.0	47.0	100	21	26	28	25	0.526	0	Human	Low	100.0	1
51.0	49.0	100	25	24	24	27	0.718	0	Human	Low	100.0	1
55.0	45.0	100	19	26	25	30	0.502	0	Human	Medium	100.0	2
43.0	57.0	100	20	37	18	25	0.497	0	Plant	High	100.0	3
43.0	57.0	100	30	27	20	23	0.264	0	Plant	Low	100.0	1
47.0	53.0	100	25	28	28	19	0.176	1	Plant	High	100.0	3
48.0	52.0	100	26	26	21	27	0.859	0	Human	High	100.0	3
48.0	52.0	100	21	31	24	24	0.301	0	Virus	High	100.0	3
52.0	48.0	100	19	29	19	33	0.12	1	Plant	Medium	100.0	2
50.0	50.0	100	18	32	22	28	0.693	0	Virus	High	100.0	3
50.0	50.0	100	28	22	21	29	0.873	0	Human	Medium	100.0	2
47.0	53.0	100	29	24	23	24	0.869	1	Virus	Low	100.0	1
53.0	47.0	100	26	21	27	26	0.969	0	Virus	High	100.0	3
50.0	50.0	100	29	21	23	27	0.406	1	Bacteria	Low	100.0	1
43.0	57.0	100	28	29	20	23	0.225	1	Bacteria	Low	100.0	1
53.0	47.0	100	23	24	28	25	0.362	0	Human	Medium	100.0	2
47.0	53.0	100	23	30	21	26	0.987	1	Plant	High	100.0	3
54.0	46.0	100	25	21	28	26	0.594	1	Human	High	100.0	3
50.0	50.0	100	23	27	26	24	0.515	1	Human	Low	100.0	1
59.0	41.0	100	21	20	24	35	0.405	0	Human	High	100.0	3
47.0	53.0	100	27	26	18	29	0.784	0	Bacteria	Low	100.0	1
49.0	51.0	100	20	31	15	34	0.854	1	Bacteria	High	100.0	3
43.0	57.0	100	28	29	22	21	0.432	0	Bacteria	Low	100.0	1
45.0	55.0	100	25	30	20	25	0.633	0	Plant	Medium	100.0	2
50.0	50.0	100	28	22	26	24	0.857	0	Human	Low	100.0	1
43.0	57.0	100	25	32	16	27	0.1	1	Virus	High	100.0	3
56.0	44.0	100	27	17	29	27	0.3	0	Bacteria	Medium	100.0	2
52.0	48.0	100	26	22	22	30	0.605	1	Bacteria	High	100.0	3
52.0	48.0	100	26	22	20	32	0.519	0	Bacteria	Medium	100.0	2
54.0	46.0	100	24	22	26	28	0.598	0	Virus	Low	100.0	1
49.0	51.0	100	24	27	26	23	0.804	1	Plant	Low	100.0	1
43.0	57.0	100	32	25	22	21	0.508	0	Human	Medium	100.0	2
59.0	41.0	100	13	28	24	35	0.434	1	Human	High	100.0	3
57.0	43.0	100	24	19	28	29	0.617	0	Plant	Low	100.0	1
54.0	46.0	100	14	32	33	21	0.841	0	Plant	Medium	100.0	2
53.0	47.0	100	24	23	24	29	0.4	0	Plant	Medium	100.0	2
51.0	49.0	100	23	26	28	23	0.641	0	Virus	Low	100.0	1
57.0	43.0	100	19	24	27	30	0.614	1	Plant	High	100.0	3
54.0	46.0	100	25	21	25	29	0.285	1	Virus	High	100.0	3
46.0	54.0	100	28	26	22	24	0.18	0	Virus	High	100.0	3
52.0	48.0	100	27	21	26	26	0.278	1	Human	Medium	100.0	2
49.0	51.0	100	21	30	28	21	0.635	0	Human	Medium	100.0	2
49.0	51.0	100	32	19	28	21	0.333	1	Virus	High	100.0	3
60.0	40.0	100	25	15	24	36	0.58	0	Bacteria	Low	100.0	1
61.0	39.0	100	20	19	32	29	0.128	0	Plant	Medium	100.0	2
53.0	47.0	100	28	19	27	26	0.503	0	Bacteria	Low	100.0	1
54.0	46.0	100	23	23	24	30	0.622	0	Bacteria	Medium	100.0	2
45.0	55.0	100	28	27	26	19	0.606	1	Virus	Medium	100.0	2
54.0	46.0	100	20	26	26	28	0.514	1	Human	Low	100.0	1
47.0	53.0	100	32	21	25	22	0.996	1	Plant	High	100.0	3
52.0	48.0	100	27	21	28	24	0.47	0	Plant	High	100.0	3
51.0	49.0	100	26	23	33	18	0.484	1	Bacteria	Medium	100.0	2
54.0	46.0	100	25	21	27	27	0.748	1	Bacteria	Medium	100.0	2
41.0	59.0	100	26	33	22	19	0.845	0	Virus	Low	100.0	1
46.0	54.0	100	29	25	18	28	0.358	0	Human	Medium	100.0	2
55.0	45.0	100	18	27	27	28	0.783	0	Human	Low	100.0	1
55.0	45.0	100	18	27	26	29	0.414	1	Bacteria	Low	100.0	1
53.0	47.0	100	32	15	25	28	0.179	0	Virus	Medium	100.0	2
50.0	50.0	100	24	26	25	25	0.444	0	Bacteria	Medium	100.0	2
49.0	51.0	100	25	26	19	30	0.883	0	Virus	Low	100.0	1
45.0	55.0	100	29	26	19	26	0.933	0	Human	Low	100.0	1
53.0	47.0	100	13	34	23	30	0.765	0	Bacteria	Medium	100.0	2
41.0	59.0	100	32	27	16	25	0.893	1	Bacteria	High	100.0	3
57.0	43.0	100	22	21	29	28	0.12	1	Human	High	100.0	3
52.0	48.0	100	25	23	21	31	0.187	1	Bacteria	Medium	100.0	2
45.0	55.0	100	23	32	17	28	0.585	0	Plant	Medium	100.0	2
54.0	46.0	100	20	26	20	34	0.82	1	Bacteria	Medium	100.0	2
49.0	51.0	100	25	26	27	22	0.704	1	Virus	Medium	100.0	2
57.0	43.0	100	20	23	28	29	0.306	1	Bacteria	High	100.0	3
50.0	50.0	100	27	23	26	24	0.763	0	Human	High	100.0	3
49.0	51.0	100	25	26	24	25	0.472	0	Virus	High	100.0	3
41.0	59.0	100	28	31	23	18	0.35	1	Human	Medium	100.0	2
47.0	53.0	100	25	28	21	26	0.939	1	Human	High	100.0	3
48.0	52.0	100	28	24	28	20	0.22	0	Human	Medium	100.0	2
44.0	56.0	100	25	31	23	21	0.268	1	Bacteria	Medium	100.0	2
47.0	53.0	100	25	28	30	17	0.353	0	Virus	High	100.0	3
50.0	50.0	100	25	25	26	24	0.948	1	Virus	Low	100.0	1
45.0	55.0	100	24	31	23	22	0.632	1	Bacteria	High	100.0	3
47.0	53.0	100	25	28	22	25	0.485	1	Plant	Low	100.0	1
52.0	48.0	100	19	29	33	19	0.479	1	Bacteria	Low	100.0	1
51.0	49.0	100	29	20	28	23	0.568	1	Human	Medium	100.0	2
56.0	44.0	100	18	26	30	26	0.828	0	Human	High	100.0	3
46.0	54.0	100	28	26	26	20	0.299	0	Virus	High	100.0	3
51.0	49.0	100	22	27	22	29	0.561	0	Bacteria	Medium	100.0	2
45.0	55.0	100	27	28	22	23	0.821	0	Human	Medium	100.0	2
51.0	49.0	100	26	23	25	26	0.75	1	Bacteria	Medium	100.0	2
46.0	54.0	100	26	28	29	17	0.809	1	Virus	Low	100.0	1
62.0	38.0	100	21	17	26	36	0.458	1	Bacteria	High	100.0	3
52.0	48.0	100	20	28	33	19	0.982	0	Human	Medium	100.0	2
49.0	51.0	100	26	25	20	29	0.117	0	Human	Low	100.0	1
56.0	44.0	100	22	22	31	25	0.609	1	Plant	Medium	100.0	2
51.0	49.0	100	25	24	31	20	0.58	1	Plant	Medium	100.0	2
50.0	50.0	100	27	23	23	27	0.576	1	Human	Medium	100.0	2
45.0	55.0	100	32	23	23	22	0.732	1	Human	High	100.0	3
56.0	44.0	100	22	22	28	28	0.403	0	Bacteria	Medium	100.0	2
48.0	52.0	100	25	27	23	25	0.568	1	Bacteria	Low	100.0	1
55.0	45.0	100	24	21	32	23	0.908	1	Bacteria	Low	100.0	1
54.0	46.0	100	21	25	24	30	0.829	0	Human	Low	100.0	1
43.0	57.0	100	22	35	22	21	0.843	1	Bacteria	Medium	100.0	2
34.0	66.0	100	36	30	19	15	0.499	0	Plant	Medium	100.0	2
43.0	57.0	100	30	27	25	18	0.683	0	Bacteria	Low	100.0	1
51.0	49.0	100	25	24	21	30	0.456	1	Virus	High	100.0	3
57.0	43.0	100	18	25	32	25	0.974	0	Bacteria	Low	100.0	1
52.0	48.0	100	27	21	27	25	0.365	1	Virus	High	100.0	3
53.0	47.0	100	27	20	29	24	0.508	0	Human	High	100.0	3
48.0	52.0	100	30	22	26	22	0.832	0	Plant	Low	100.0	1
51.0	49.0	100	26	23	26	25	0.433	1	Bacteria	Low	100.0	1
56.0	44.0	100	17	27	26	30	0.309	0	Human	High	100.0	3
55.0	45.0	100	14	31	31	24	0.974	1	Bacteria	High	100.0	3
47.0	53.0	100	24	29	22	25	0.887	0	Virus	High	100.0	3
54.0	46.0	100	20	26	33	21	0.524	0	Plant	High	100.0	3
48.0	52.0	100	30	22	20	28	0.143	1	Virus	Medium	100.0	2
44.0	56.0	100	23	33	24	20	0.957	0	Plant	High	100.0	3
50.0	50.0	100	26	24	29	21	0.49	0	Human	Low	100.0	1
51.0	49.0	100	25	24	26	25	0.921	0	Virus	High	100.0	3
49.0	51.0	100	22	29	24	25	0.2	0	Bacteria	Medium	100.0	2
57.0	43.0	100	21	22	33	24	0.861	1	Human	Medium	100.0	2
42.0	58.0	100	22	36	25	17	0.96	0	Virus	Low	100.0	1
60.0	40.0	100	23	17	39	21	0.365	1	Plant	High	100.0	3
49.0	51.0	100	19	32	20	29	0.954	0	Plant	Medium	100.0	2
52.0	48.0	100	29	19	23	29	0.909	0	Human	High	100.0	3
56.0	44.0	100	19	25	31	25	0.299	0	Bacteria	Low	100.0	1
49.0	51.0	100	20	31	20	29	0.951	0	Human	Medium	100.0	2
46.0	54.0	100	30	24	20	26	0.12	0	Bacteria	Low	100.0	1
52.0	48.0	100	26	22	26	26	0.577	1	Plant	High	100.0	3
46.0	54.0	100	30	24	25	21	0.133	1	Plant	Medium	100.0	2
41.0	59.0	100	27	32	18	23	0.53	0	Plant	High	100.0	3
48.0	52.0	100	28	24	18	30	0.421	1	Plant	Low	100.0	1
59.0	41.0	100	20	21	22	37	0.489	0	Plant	High	100.0	3
58.0	42.0	100	29	13	34	24	0.977	0	Plant	Medium	100.0	2
51.0	49.0	100	26	23	31	20	0.447	1	Bacteria	Medium	100.0	2
55.0	45.0	100	21	24	28	27	0.985	1	Bacteria	Medium	100.0	2
48.0	52.0	100	25	27	26	22	0.46	0	Human	Medium	100.0	2
49.0	51.0	100	27	24	21	28	0.7	1	Plant	Medium	100.0	2
56.0	44.0	100	23	21	26	30	0.673	1	Bacteria	High	100.0	3
45.0	55.0	100	27	28	20	25	0.7	0	Human	High	100.0	3
46.0	54.0	100	30	24	24	22	0.547	1	Virus	Medium	100.0	2
52.0	48.0	100	20	28	27	25	0.797	0	Bacteria	High	100.0	3
50.0	50.0	100	17	33	30	20	0.276	1	Virus	Medium	100.0	2
48.0	52.0	100	29	23	24	24	0.62	0	Bacteria	Low	100.0	1
58.0	42.0	100	19	23	29	29	0.421	0	Plant	Low	100.0	1
50.0	50.0	100	23	27	21	29	0.103	0	Virus	Low	100.0	1
49.0	51.0	100	25	26	30	19	0.841	0	Human	High	100.0	3
55.0	45.0	100	23	22	25	30	0.922	1	Plant	Low	100.0	1
44.0	56.0	100	26	30	30	14	0.217	0	Plant	Medium	100.0	2
53.0	47.0	100	24	23	21	32	0.564	1	Virus	Medium	100.0	2
57.0	43.0	100	26	17	26	31	0.522	0	Human	Medium	100.0	2
54.0	46.0	100	28	18	25	29	0.913	0	Virus	Low	100.0	1
41.0	59.0	100	31	28	24	17	0.64	0	Human	Low	100.0	1
55.0	45.0	100	25	20	29	26	0.679	1	Human	Medium	100.0	2
52.0	48.0	100	27	21	24	28	0.909	1	Bacteria	High	100.0	3
50.0	50.0	100	22	28	27	23	0.448	0	Bacteria	Low	100.0	1
52.0	48.0	100	21	27	30	22	0.936	1	Human	Low	100.0	1
44.0	56.0	100	29	27	20	24	0.378	0	Virus	Low	100.0	1
41.0	59.0	100	29	30	23	18	0.142	1	Plant	High	100.0	3
45.0	55.0	100	30	25	25	20	0.118	0	Virus	Medium	100.0	2
47.0	53.0	100	24	29	30	17	0.71	0	Human	Medium	100.0	2
48.0	52.0	100	25	27	22	26	0.505	1	Virus	Low	100.0	1
52.0	48.0	100	19	29	22	30	0.783	1	Human	Low	100.0	1
44.0	56.0	100	25	31	19	25	0.608	1	Human	High	100.0	3
51.0	49.0	100	30	19	27	24	0.732	1	Plant	Medium	100.0	2
57.0	43.0	100	20	23	31	26	0.84	0	Human	Medium	100.0	2
46.0	54.0	100	25	29	17	29	0.688	1	Virus	Medium	100.0	2
52.0	48.0	100	16	32	28	24	0.892	0	Virus	High	100.0	3
46.0	54.0	100	28	26	20	26	0.559	1	Plant	High	100.0	3
48.0	52.0	100	26	26	29	19	0.193	1	Human	Medium	100.0	2
58.0	42.0	100	21	21	27	31	0.675	0	Bacteria	Medium	100.0	2
42.0	58.0	100	26	32	23	19	0.31	0	Bacteria	Low	100.0	1
49.0	51.0	100	29	22	20	29	0.321	0	Plant	Low	100.0	1
58.0	42.0	100	21	21	26	32	0.738	1	Human	Low	100.0	1
40.0	60.0	100	27	33	20	20	0.353	1	Human	High	100.0	3
52.0	48.0	100	24	24	26	26	0.383	0	Plant	High	100.0	3
52.0	48.0	100	22	26	27	25	0.737	0	Bacteria	Medium	100.0	2
51.0	49.0	100	25	24	30	21	0.859	0	Plant	Low	100.0	1
51.0	49.0	100	18	31	23	28	0.898	0	Virus	Medium	100.0	2
59.0	41.0	100	24	17	32	27	0.944	1	Bacteria	Medium	100.0	2
54.0	46.0	100	25	21	20	34	0.132	0	Human	Medium	100.0	2
62.0	38.0	100	15	23	33	29	0.83	0	Human	Low	100.0	1
50.0	50.0	100	24	26	33	17	0.858	1	Virus	Low	100.0	1
53.0	47.0	100	20	27	29	24	0.546	0	Bacteria	High	100.0	3
49.0	51.0	100	26	25	19	30	0.679	0	Virus	Low	100.0	1
